经营本部,地区,城市代码,省,市,县区,乡/镇/街道,收送情况
中南,,,福建省,,,,非全境
中南,福州区,591,福建省,福州市,,,非全境
中南,福州区,591,福建省,福州市,鼓楼区,,全境
中南,福州区,591,福建省,福州市,鼓楼区,鼓东街道,全境
中南,福州区,591,福建省,福州市,鼓楼区,鼓西街道,全境
中南,福州区,591,福建省,福州市,鼓楼区,温泉街道,全境
中南,福州区,591,福建省,福州市,鼓楼区,东街街道,全境
中南,福州区,591,福建省,福州市,鼓楼区,南街街道,全境
中南,福州区,591,福建省,福州市,鼓楼区,安泰街道,全境
中南,福州区,591,福建省,福州市,鼓楼区,华大街道,全境
中南,福州区,591,福建省,福州市,鼓楼区,水部街道,全境
中南,福州区,591,福建省,福州市,鼓楼区,五凤街道,全境
中南,福州区,591,福建省,福州市,鼓楼区,洪山镇,全境
中南,福州区,591,福建省,福州市,台江区,,全境
中南,福州区,591,福建省,福州市,台江区,瀛洲街道,全境
中南,福州区,591,福建省,福州市,台江区,后洲街道,全境
中南,福州区,591,福建省,福州市,台江区,义洲街道,全境
中南,福州区,591,福建省,福州市,台江区,新港街道,全境
中南,福州区,591,福建省,福州市,台江区,上海街道,全境
中南,福州区,591,福建省,福州市,台江区,苍霞街道,全境
中南,福州区,591,福建省,福州市,台江区,茶亭街道,全境
中南,福州区,591,福建省,福州市,台江区,洋中街道,全境
中南,福州区,591,福建省,福州市,台江区,鳌峰街道,全境
中南,福州区,591,福建省,福州市,台江区,宁化街道,全境
中南,福州区,591,福建省,福州市,仓山区,,全境
中南,福州区,591,福建省,福州市,仓山区,仓前街道,全境
中南,福州区,591,福建省,福州市,仓山区,东升街道,全境
中南,福州区,591,福建省,福州市,仓山区,对湖街道,全境
中南,福州区,591,福建省,福州市,仓山区,临江街道,全境
中南,福州区,591,福建省,福州市,仓山区,三叉街街道,全境
中南,福州区,591,福建省,福州市,仓山区,上渡街道,全境
中南,福州区,591,福建省,福州市,仓山区,下渡街道,全境
中南,福州区,591,福建省,福州市,仓山区,金山街道,全境
中南,福州区,591,福建省,福州市,仓山区,仓山镇,全境
中南,福州区,591,福建省,福州市,仓山区,城门镇,全境
中南,福州区,591,福建省,福州市,仓山区,盖山镇,全境
中南,福州区,591,福建省,福州市,仓山区,建新镇,全境
中南,福州区,591,福建省,福州市,仓山区,螺洲镇,全境
中南,福州区,591,福建省,福州市,马尾区,,全境
中南,福州区,591,福建省,福州市,马尾区,罗星街道,全境
中南,福州区,591,福建省,福州市,马尾区,马尾镇,全境
中南,福州区,591,福建省,福州市,马尾区,亭江镇,全境
中南,福州区,591,福建省,福州市,马尾区,琅岐镇,自寄自取
中南,福州区,591,福建省,福州市,晋安区,,全境
中南,福州区,591,福建省,福州市,晋安区,茶园街道,全境
中南,福州区,591,福建省,福州市,晋安区,王庄街道,全境
中南,福州区,591,福建省,福州市,晋安区,象园街道,全境
中南,福州区,591,福建省,福州市,晋安区,鼓山镇,全境
中南,福州区,591,福建省,福州市,晋安区,新店镇,全境
中南,福州区,591,福建省,福州市,晋安区,岳峰镇,全境
中南,福州区,591,福建省,福州市,晋安区,宦溪镇,全境
中南,福州区,591,福建省,福州市,晋安区,寿山乡,全境
中南,福州区,591,福建省,福州市,晋安区,日溪乡,全境
中南,福州区,591,福建省,福州市,闽侯县,,全境
中南,福州区,591,福建省,福州市,闽侯县,甘蔗街道,全境
中南,福州区,591,福建省,福州市,闽侯县,白沙镇,全境
中南,福州区,591,福建省,福州市,闽侯县,南屿镇,全境
中南,福州区,591,福建省,福州市,闽侯县,尚干镇,全境
中南,福州区,591,福建省,福州市,闽侯县,祥谦镇,全境
中南,福州区,591,福建省,福州市,闽侯县,青口镇,全境
中南,福州区,591,福建省,福州市,闽侯县,南通镇,全境
中南,福州区,591,福建省,福州市,闽侯县,上街镇,全境
中南,福州区,591,福建省,福州市,闽侯县,荆溪镇,全境
中南,福州区,591,福建省,福州市,闽侯县,竹岐乡,全境
中南,福州区,591,福建省,福州市,闽侯县,廷坪乡,自寄自取
中南,福州区,591,福建省,福州市,闽侯县,鸿尾乡,全境
中南,福州区,591,福建省,福州市,闽侯县,洋里乡,自寄自取
中南,福州区,591,福建省,福州市,闽侯县,大湖乡,自寄自取
中南,福州区,591,福建省,福州市,闽侯县,小箬乡,自寄自取
中南,福州区,591,福建省,福州市,闽侯县,江洋农场,全境
中南,福州区,591,福建省,福州市,连江县,,全境
中南,福州区,591,福建省,福州市,连江县,凤城镇,全境
中南,福州区,591,福建省,福州市,连江县,敖江镇,全境
中南,福州区,591,福建省,福州市,连江县,东岱镇,全境
中南,福州区,591,福建省,福州市,连江县,琯头镇,全境
中南,福州区,591,福建省,福州市,连江县,晓澳镇,全境
中南,福州区,591,福建省,福州市,连江县,东湖镇,全境
中南,福州区,591,福建省,福州市,连江县,丹阳镇,自寄自取
中南,福州区,591,福建省,福州市,连江县,长龙镇,全境
中南,福州区,591,福建省,福州市,连江县,透堡镇,全境
中南,福州区,591,福建省,福州市,连江县,马鼻镇,全境
中南,福州区,591,福建省,福州市,连江县,官坂镇,全境
中南,福州区,591,福建省,福州市,连江县,筱埕镇,全境
中南,福州区,591,福建省,福州市,连江县,黄岐镇,全境
中南,福州区,591,福建省,福州市,连江县,苔菉镇,全境
中南,福州区,591,福建省,福州市,连江县,浦口镇,全境
中南,福州区,591,福建省,福州市,连江县,坑园镇,全境
中南,福州区,591,福建省,福州市,连江县,马祖乡,全境
中南,福州区,591,福建省,福州市,连江县,潘渡乡,全境
中南,福州区,591,福建省,福州市,连江县,江南乡,全境
中南,福州区,591,福建省,福州市,连江县,蓼沿乡,自寄自取
中南,福州区,591,福建省,福州市,连江县,安凯乡,全境
中南,福州区,591,福建省,福州市,连江县,下宫乡,全境
中南,福州区,591,福建省,福州市,连江县,小沧畲族乡,自寄自取
中南,福州区,591,福建省,福州市,罗源县,,全境
中南,福州区,591,福建省,福州市,罗源县,凤山镇,全境
中南,福州区,591,福建省,福州市,罗源县,松山镇,全境
中南,福州区,591,福建省,福州市,罗源县,起步镇,全境
中南,福州区,591,福建省,福州市,罗源县,中房镇,全境
中南,福州区,591,福建省,福州市,罗源县,飞竹镇,全境
中南,福州区,591,福建省,福州市,罗源县,鉴江镇,全境
中南,福州区,591,福建省,福州市,罗源县,白塔乡,全境
中南,福州区,591,福建省,福州市,罗源县,洪洋乡,全境
中南,福州区,591,福建省,福州市,罗源县,西兰乡,全境
中南,福州区,591,福建省,福州市,罗源县,霍口畲族乡,全境
中南,福州区,591,福建省,福州市,罗源县,碧里乡,全境
中南,福州区,591,福建省,福州市,闽清县,,全境
中南,福州区,591,福建省,福州市,闽清县,东桥镇,自寄自取
中南,福州区,591,福建省,福州市,闽清县,梅城镇,全境
中南,福州区,591,福建省,福州市,闽清县,梅溪镇,全境
中南,福州区,591,福建省,福州市,闽清县,白樟镇,全境
中南,福州区,591,福建省,福州市,闽清县,金沙镇,全境
中南,福州区,591,福建省,福州市,闽清县,白中镇,全境
中南,福州区,591,福建省,福州市,闽清县,池园镇,全境
中南,福州区,591,福建省,福州市,闽清县,坂东镇,全境
中南,福州区,591,福建省,福州市,闽清县,塔庄镇,自寄自取
中南,福州区,591,福建省,福州市,闽清县,省璜镇,全境
中南,福州区,591,福建省,福州市,闽清县,雄江镇,全境
中南,福州区,591,福建省,福州市,闽清县,云龙乡,全境
中南,福州区,591,福建省,福州市,闽清县,上莲乡,全境
中南,福州区,591,福建省,福州市,闽清县,三溪乡,全境
中南,福州区,591,福建省,福州市,闽清县,桔林乡,全境
中南,福州区,591,福建省,福州市,闽清县,下祝乡,全境
中南,福州区,591,福建省,福州市,永泰县,,非全境
中南,福州区,591,福建省,福州市,永泰县,樟城镇,全境
中南,福州区,591,福建省,福州市,永泰县,嵩口镇,自寄自取
中南,福州区,591,福建省,福州市,永泰县,白云乡,未开通
中南,福州区,591,福建省,福州市,永泰县,梧桐镇,全境
中南,福州区,591,福建省,福州市,永泰县,葛岭镇,自寄自取
中南,福州区,591,福建省,福州市,永泰县,城峰镇,全境
中南,福州区,591,福建省,福州市,永泰县,清凉镇,全境
中南,福州区,591,福建省,福州市,永泰县,长庆镇,未开通
中南,福州区,591,福建省,福州市,永泰县,同安镇,未开通
中南,福州区,591,福建省,福州市,永泰县,大洋镇,自寄自取
中南,福州区,591,福建省,福州市,永泰县,塘前乡,全境
中南,福州区,591,福建省,福州市,永泰县,富泉乡,全境
中南,福州区,591,福建省,福州市,永泰县,岭路乡,全境
中南,福州区,591,福建省,福州市,永泰县,赤锡乡,全境
中南,福州区,591,福建省,福州市,永泰县,洑口乡,未开通
中南,福州区,591,福建省,福州市,永泰县,盖洋乡,未开通
中南,福州区,591,福建省,福州市,永泰县,东洋乡,未开通
中南,福州区,591,福建省,福州市,永泰县,霞拔乡,未开通
中南,福州区,591,福建省,福州市,永泰县,盘谷乡,未开通
中南,福州区,591,福建省,福州市,永泰县,红星乡,未开通
中南,福州区,591,福建省,福州市,永泰县,丹云乡,未开通
中南,福州区,591,福建省,福州市,平潭县,,非全境
中南,福州区,591,福建省,福州市,平潭县,潭城镇,全境
中南,福州区,591,福建省,福州市,平潭县,苏澳镇,全境
中南,福州区,591,福建省,福州市,平潭县,流水镇,全境
中南,福州区,591,福建省,福州市,平潭县,澳前镇,全境
中南,福州区,591,福建省,福州市,平潭县,北厝镇,全境
中南,福州区,591,福建省,福州市,平潭县,平原镇,全境
中南,福州区,591,福建省,福州市,平潭县,敖东镇,全境
中南,福州区,591,福建省,福州市,平潭县,白青乡,全境
中南,福州区,591,福建省,福州市,平潭县,屿头乡,未开通
中南,福州区,591,福建省,福州市,平潭县,大练乡,未开通
中南,福州区,591,福建省,福州市,平潭县,芦洋乡,全境
中南,福州区,591,福建省,福州市,平潭县,中楼乡,全境
中南,福州区,591,福建省,福州市,平潭县,东庠乡,未开通
中南,福州区,591,福建省,福州市,平潭县,岚城乡,未开通
中南,福州区,591,福建省,福州市,平潭县,南海乡,未开通
中南,福州区,591,福建省,福州市,福清市,,全境
中南,福州区,591,福建省,福州市,福清市,玉屏街道,全境
中南,福州区,591,福建省,福州市,福清市,龙山街道,全境
中南,福州区,591,福建省,福州市,福清市,龙江街道,全境
中南,福州区,591,福建省,福州市,福清市,宏路街道,全境
中南,福州区,591,福建省,福州市,福清市,石竹街道,全境
中南,福州区,591,福建省,福州市,福清市,音西街道,全境
中南,福州区,591,福建省,福州市,福清市,阳下街道,全境
中南,福州区,591,福建省,福州市,福清市,海口镇,全境
中南,福州区,591,福建省,福州市,福清市,城头镇,全境
中南,福州区,591,福建省,福州市,福清市,南岭镇,全境
中南,福州区,591,福建省,福州市,福清市,龙田镇,全境
中南,福州区,591,福建省,福州市,福清市,江镜镇,全境
中南,福州区,591,福建省,福州市,福清市,港头镇,全境
中南,福州区,591,福建省,福州市,福清市,高山镇,全境
中南,福州区,591,福建省,福州市,福清市,沙埔镇,全境
中南,福州区,591,福建省,福州市,福清市,三山镇,全境
中南,福州区,591,福建省,福州市,福清市,东瀚镇,全境
中南,福州区,591,福建省,福州市,福清市,渔溪镇,全境
中南,福州区,591,福建省,福州市,福清市,上迳镇,全境
中南,福州区,591,福建省,福州市,福清市,新厝镇,全境
中南,福州区,591,福建省,福州市,福清市,江阴镇,全境
中南,福州区,591,福建省,福州市,福清市,东张镇,全境
中南,福州区,591,福建省,福州市,福清市,镜洋镇,全境
中南,福州区,591,福建省,福州市,福清市,一都镇,全境
中南,福州区,591,福建省,福州市,福清市,江镜华侨,全境
中南,福州区,591,福建省,福州市,福清市,东阁华侨,全境
中南,福州区,591,福建省,福州市,长乐市,,全境
中南,福州区,591,福建省,福州市,长乐市,吴航街道,全境
中南,福州区,591,福建省,福州市,长乐市,航城街道,全境
中南,福州区,591,福建省,福州市,长乐市,营前街道,全境
中南,福州区,591,福建省,福州市,长乐市,漳港街道,全境
中南,福州区,591,福建省,福州市,长乐市,首占镇,全境
中南,福州区,591,福建省,福州市,长乐市,玉田镇,全境
中南,福州区,591,福建省,福州市,长乐市,松下镇,全境
中南,福州区,591,福建省,福州市,长乐市,江田镇,全境
中南,福州区,591,福建省,福州市,长乐市,古槐镇,全境
中南,福州区,591,福建省,福州市,长乐市,文武砂镇,全境
中南,福州区,591,福建省,福州市,长乐市,鹤上镇,全境
中南,福州区,591,福建省,福州市,长乐市,湖南镇,全境
中南,福州区,591,福建省,福州市,长乐市,金峰镇,全境
中南,福州区,591,福建省,福州市,长乐市,文岭镇,全境
中南,福州区,591,福建省,福州市,长乐市,梅花镇,全境
中南,福州区,591,福建省,福州市,长乐市,潭头镇,全境
中南,福州区,591,福建省,福州市,长乐市,罗联乡,全境
中南,福州区,591,福建省,福州市,长乐市,猴屿乡,全境
中南,福州区,593,福建省,宁德市,,,非全境
中南,福州区,593,福建省,宁德市,蕉城区,,非全境
中南,福州区,593,福建省,宁德市,蕉城区,蕉南街道,全境
中南,福州区,593,福建省,宁德市,蕉城区,蕉北街道,全境
中南,福州区,593,福建省,宁德市,蕉城区,城南镇,全境
中南,福州区,593,福建省,宁德市,蕉城区,漳湾镇,全境
中南,福州区,593,福建省,宁德市,蕉城区,七都镇,未开通
中南,福州区,593,福建省,宁德市,蕉城区,八都镇,未开通
中南,福州区,593,福建省,宁德市,蕉城区,九都镇,未开通
中南,福州区,593,福建省,宁德市,蕉城区,霍童镇,未开通
中南,福州区,593,福建省,宁德市,蕉城区,赤溪镇,未开通
中南,福州区,593,福建省,宁德市,蕉城区,洋中镇,全境
中南,福州区,593,福建省,宁德市,蕉城区,飞鸾镇,全境
中南,福州区,593,福建省,宁德市,蕉城区,三都镇,未开通
中南,福州区,593,福建省,宁德市,蕉城区,金涵畲族乡,未开通
中南,福州区,593,福建省,宁德市,蕉城区,洪口乡,未开通
中南,福州区,593,福建省,宁德市,蕉城区,石后乡,全境
中南,福州区,593,福建省,宁德市,蕉城区,虎贝乡,未开通
中南,福州区,593,福建省,宁德市,蕉城区,东侨开发区,全境
中南,福州区,593,福建省,宁德市,霞浦县,,非全境
中南,福州区,593,福建省,宁德市,霞浦县,松城街道,全境
中南,福州区,593,福建省,宁德市,霞浦县,松港街道,全境
中南,福州区,593,福建省,宁德市,霞浦县,长春镇,自寄自取
中南,福州区,593,福建省,宁德市,霞浦县,牙城镇,自寄自取
中南,福州区,593,福建省,宁德市,霞浦县,溪南镇,自寄自取
中南,福州区,593,福建省,宁德市,霞浦县,沙江镇,全境
中南,福州区,593,福建省,宁德市,霞浦县,下浒镇,自寄自取
中南,福州区,593,福建省,宁德市,霞浦县,三沙镇,全境
中南,福州区,593,福建省,宁德市,霞浦县,盐田畲族乡,全境
中南,福州区,593,福建省,宁德市,霞浦县,水门畲族乡,未开通
中南,福州区,593,福建省,宁德市,霞浦县,崇儒畲族乡,未开通
中南,福州区,593,福建省,宁德市,霞浦县,柏洋乡,未开通
中南,福州区,593,福建省,宁德市,霞浦县,北壁乡,未开通
中南,福州区,593,福建省,宁德市,霞浦县,海岛乡,未开通
中南,福州区,593,福建省,宁德市,古田县,,非全境
中南,福州区,593,福建省,宁德市,古田县,城东街道,全境
中南,福州区,593,福建省,宁德市,古田县,城西街道,全境
中南,福州区,593,福建省,宁德市,古田县,平湖镇,自寄自取
中南,福州区,593,福建省,宁德市,古田县,大桥镇,未开通
中南,福州区,593,福建省,宁德市,古田县,黄田镇,自寄自取
中南,福州区,593,福建省,宁德市,古田县,鹤塘镇,自寄自取
中南,福州区,593,福建省,宁德市,古田县,杉洋镇,未开通
中南,福州区,593,福建省,宁德市,古田县,凤都镇,未开通
中南,福州区,593,福建省,宁德市,古田县,水口镇,未开通
中南,福州区,593,福建省,宁德市,古田县,大甲乡,未开通
中南,福州区,593,福建省,宁德市,古田县,吉巷乡,未开通
中南,福州区,593,福建省,宁德市,古田县,泮洋乡,未开通
中南,福州区,593,福建省,宁德市,古田县,凤埔乡,未开通
中南,福州区,593,福建省,宁德市,古田县,卓洋乡,未开通
中南,福州区,593,福建省,宁德市,屏南县,,非全境
中南,福州区,593,福建省,宁德市,屏南县,古峰镇,全境
中南,福州区,593,福建省,宁德市,屏南县,双溪镇,全境
中南,福州区,593,福建省,宁德市,屏南县,黛溪镇,未开通
中南,福州区,593,福建省,宁德市,屏南县,长桥镇,未开通
中南,福州区,593,福建省,宁德市,屏南县,屏城乡,全境
中南,福州区,593,福建省,宁德市,屏南县,棠口乡,全境
中南,福州区,593,福建省,宁德市,屏南县,甘棠乡,全境
中南,福州区,593,福建省,宁德市,屏南县,熙岭乡,未开通
中南,福州区,593,福建省,宁德市,屏南县,路下乡,未开通
中南,福州区,593,福建省,宁德市,屏南县,寿山乡,未开通
中南,福州区,593,福建省,宁德市,屏南县,岭下乡,未开通
中南,福州区,593,福建省,宁德市,寿宁县,,非全境
中南,福州区,593,福建省,宁德市,寿宁县,鳌阳镇,全境
中南,福州区,593,福建省,宁德市,寿宁县,斜滩镇,全境
中南,福州区,593,福建省,宁德市,寿宁县,南阳镇,全境
中南,福州区,593,福建省,宁德市,寿宁县,武曲镇,未开通
中南,福州区,593,福建省,宁德市,寿宁县,犀溪镇,全境
中南,福州区,593,福建省,宁德市,寿宁县,大安乡,全境
中南,福州区,593,福建省,宁德市,寿宁县,坑底乡,未开通
中南,福州区,593,福建省,宁德市,寿宁县,清源乡,全境
中南,福州区,593,福建省,宁德市,寿宁县,竹管垄乡,全境
中南,福州区,593,福建省,宁德市,寿宁县,芹洋乡,未开通
中南,福州区,593,福建省,宁德市,寿宁县,托溪乡,未开通
中南,福州区,593,福建省,宁德市,寿宁县,平溪乡,未开通
中南,福州区,593,福建省,宁德市,寿宁县,凤阳乡,未开通
中南,福州区,593,福建省,宁德市,寿宁县,下党乡,未开通
中南,福州区,593,福建省,宁德市,周宁县,,非全境
中南,福州区,593,福建省,宁德市,周宁县,狮城镇,全境
中南,福州区,593,福建省,宁德市,周宁县,咸村镇,未开通
中南,福州区,593,福建省,宁德市,周宁县,浦源镇,全境
中南,福州区,593,福建省,宁德市,周宁县,七步镇,全境
中南,福州区,593,福建省,宁德市,周宁县,李墩镇,全境
中南,福州区,593,福建省,宁德市,周宁县,纯池镇,未开通
中南,福州区,593,福建省,宁德市,周宁县,泗桥乡,全境
中南,福州区,593,福建省,宁德市,周宁县,礼门乡,未开通
中南,福州区,593,福建省,宁德市,周宁县,玛坑乡,未开通
中南,福州区,593,福建省,宁德市,柘荣县,,非全境
中南,福州区,593,福建省,宁德市,柘荣县,双城镇,全境
中南,福州区,593,福建省,宁德市,柘荣县,富溪镇,未开通
中南,福州区,593,福建省,宁德市,柘荣县,城郊乡,全境
中南,福州区,593,福建省,宁德市,柘荣县,乍洋乡,全境
中南,福州区,593,福建省,宁德市,柘荣县,东源乡,全境
中南,福州区,593,福建省,宁德市,柘荣县,黄柏乡,未开通
中南,福州区,593,福建省,宁德市,柘荣县,宅中乡,未开通
中南,福州区,593,福建省,宁德市,柘荣县,楮坪乡,未开通
中南,福州区,593,福建省,宁德市,柘荣县,英山乡,未开通
中南,福州区,593,福建省,宁德市,福安市,,非全境
中南,福州区,593,福建省,宁德市,福安市,城南街道,全境
中南,福州区,593,福建省,宁德市,福安市,阳头街道,全境
中南,福州区,593,福建省,宁德市,福安市,城北街道,全境
中南,福州区,593,福建省,宁德市,福安市,赛岐镇,全境
中南,福州区,593,福建省,宁德市,福安市,穆阳镇,全境
中南,福州区,593,福建省,宁德市,福安市,上白石镇,全境
中南,福州区,593,福建省,宁德市,福安市,潭头镇,全境
中南,福州区,593,福建省,宁德市,福安市,社口镇,全境
中南,福州区,593,福建省,宁德市,福安市,晓阳镇,全境
中南,福州区,593,福建省,宁德市,福安市,溪潭镇,全境
中南,福州区,593,福建省,宁德市,福安市,甘棠镇,全境
中南,福州区,593,福建省,宁德市,福安市,下白石镇,全境
中南,福州区,593,福建省,宁德市,福安市,溪尾镇,全境
中南,福州区,593,福建省,宁德市,福安市,溪柄镇,全境
中南,福州区,593,福建省,宁德市,福安市,湾坞镇,全境
中南,福州区,593,福建省,宁德市,福安市,城阳镇,全境
中南,福州区,593,福建省,宁德市,福安市,坂中畲族乡,未开通
中南,福州区,593,福建省,宁德市,福安市,范坑乡,全境
中南,福州区,593,福建省,宁德市,福安市,穆云畲族乡,全境
中南,福州区,593,福建省,宁德市,福安市,康厝畲族乡,全境
中南,福州区,593,福建省,宁德市,福安市,松罗乡,全境
中南,福州区,593,福建省,宁德市,福安市,赛岐开发区,全境
中南,福州区,593,福建省,宁德市,福安市,畲族开发区,全境
中南,福州区,593,福建省,宁德市,福安市,湾坞工业集中区,全境
中南,福州区,593,福建省,宁德市,福鼎市,,非全境
中南,福州区,593,福建省,宁德市,福鼎市,桐山街道,全境
中南,福州区,593,福建省,宁德市,福鼎市,桐城街道,全境
中南,福州区,593,福建省,宁德市,福鼎市,山前街道,全境
中南,福州区,593,福建省,宁德市,福鼎市,贯岭镇,全境
中南,福州区,593,福建省,宁德市,福鼎市,前岐镇,全境
中南,福州区,593,福建省,宁德市,福鼎市,沙埕镇,全境
中南,福州区,593,福建省,宁德市,福鼎市,店下镇,全境
中南,福州区,593,福建省,宁德市,福鼎市,秦屿镇,全境
中南,福州区,593,福建省,宁德市,福鼎市,磻溪镇,未开通
中南,福州区,593,福建省,宁德市,福鼎市,白琳镇,自寄自取
中南,福州区,593,福建省,宁德市,福鼎市,点头镇,全境
中南,福州区,593,福建省,宁德市,福鼎市,管阳镇,未开通
中南,福州区,593,福建省,宁德市,福鼎市,嵛山镇,未开通
中南,福州区,593,福建省,宁德市,福鼎市,硖门畲族乡,未开通
中南,福州区,593,福建省,宁德市,福鼎市,叠石乡,未开通
中南,福州区,593,福建省,宁德市,福鼎市,佳阳乡,未开通
中南,福州区,593,福建省,宁德市,福鼎市,龙安开发区,未开通
中南,福州区,598,福建省,三明市,,,非全境
中南,福州区,598,福建省,三明市,梅列区,,全境
中南,福州区,598,福建省,三明市,梅列区,列东街道,全境
中南,福州区,598,福建省,三明市,梅列区,列西街道,全境
中南,福州区,598,福建省,三明市,梅列区,徐碧街道,全境
中南,福州区,598,福建省,三明市,梅列区,陈大镇,全境
中南,福州区,598,福建省,三明市,梅列区,洋溪镇,全境
中南,福州区,598,福建省,三明市,三元区,,全境
中南,福州区,598,福建省,三明市,三元区,城关街道,全境
中南,福州区,598,福建省,三明市,三元区,白沙街道,全境
中南,福州区,598,福建省,三明市,三元区,富兴堡街道,全境
中南,福州区,598,福建省,三明市,三元区,荆西街道,全境
中南,福州区,598,福建省,三明市,三元区,莘口镇,自寄自取
中南,福州区,598,福建省,三明市,三元区,岩前镇,自寄自取
中南,福州区,598,福建省,三明市,三元区,城东乡,全境
中南,福州区,598,福建省,三明市,三元区,中村乡,自寄自取
中南,福州区,598,福建省,三明市,明溪县,,全境
中南,福州区,598,福建省,三明市,明溪县,雪峰镇,全境
中南,福州区,598,福建省,三明市,明溪县,盖洋镇,自寄自取
中南,福州区,598,福建省,三明市,明溪县,胡坊镇,自寄自取
中南,福州区,598,福建省,三明市,明溪县,翰仙镇,自寄自取
中南,福州区,598,福建省,三明市,明溪县,城关乡,全境
中南,福州区,598,福建省,三明市,明溪县,沙溪乡,自寄自取
中南,福州区,598,福建省,三明市,明溪县,夏阳乡,自寄自取
中南,福州区,598,福建省,三明市,明溪县,枫溪乡,自寄自取
中南,福州区,598,福建省,三明市,明溪县,夏坊乡,自寄自取
中南,福州区,598,福建省,三明市,清流县,,非全境
中南,福州区,598,福建省,三明市,清流县,龙津镇,全境
中南,福州区,598,福建省,三明市,清流县,嵩溪镇,全境
中南,福州区,598,福建省,三明市,清流县,嵩口镇,自寄自取
中南,福州区,598,福建省,三明市,清流县,灵地镇,自寄自取
中南,福州区,598,福建省,三明市,清流县,长校镇,自寄自取
中南,福州区,598,福建省,三明市,清流县,温郊乡,未开通
中南,福州区,598,福建省,三明市,清流县,林畲乡,自寄自取
中南,福州区,598,福建省,三明市,清流县,田源乡,未开通
中南,福州区,598,福建省,三明市,清流县,沙芜乡,自寄自取
中南,福州区,598,福建省,三明市,清流县,赖坊乡,未开通
中南,福州区,598,福建省,三明市,清流县,余朋乡,未开通
中南,福州区,598,福建省,三明市,清流县,李家乡,自寄自取
中南,福州区,598,福建省,三明市,清流县,里田乡,未开通
中南,福州区,598,福建省,三明市,宁化县,,非全境
中南,福州区,598,福建省,三明市,宁化县,翠江镇,全境
中南,福州区,598,福建省,三明市,宁化县,泉上镇,自寄自取
中南,福州区,598,福建省,三明市,宁化县,湖村镇,全境
中南,福州区,598,福建省,三明市,宁化县,石壁镇,自寄自取
中南,福州区,598,福建省,三明市,宁化县,城郊乡,未开通
中南,福州区,598,福建省,三明市,宁化县,城南乡,未开通
中南,福州区,598,福建省,三明市,宁化县,济村乡,未开通
中南,福州区,598,福建省,三明市,宁化县,淮土乡,自寄自取
中南,福州区,598,福建省,三明市,宁化县,方田乡,未开通
中南,福州区,598,福建省,三明市,宁化县,安乐乡,未开通
中南,福州区,598,福建省,三明市,宁化县,曹坊镇,自寄自取
中南,福州区,598,福建省,三明市,宁化县,治平畲族乡,自寄自取
中南,福州区,598,福建省,三明市,宁化县,中沙乡,自寄自取
中南,福州区,598,福建省,三明市,宁化县,河龙乡,未开通
中南,福州区,598,福建省,三明市,宁化县,水茜乡,未开通
中南,福州区,598,福建省,三明市,宁化县,安远乡,自寄自取
中南,福州区,598,福建省,三明市,大田县,,非全境
中南,福州区,598,福建省,三明市,大田县,均溪镇,全境
中南,福州区,598,福建省,三明市,大田县,石牌镇,全境
中南,福州区,598,福建省,三明市,大田县,上京镇,自寄自取
中南,福州区,598,福建省,三明市,大田县,广平镇,自寄自取
中南,福州区,598,福建省,三明市,大田县,桃源镇,自寄自取
中南,福州区,598,福建省,三明市,大田县,太华镇,自寄自取
中南,福州区,598,福建省,三明市,大田县,建设镇,全境
中南,福州区,598,福建省,三明市,大田县,奇韬镇,自寄自取
中南,福州区,598,福建省,三明市,大田县,华兴乡,未开通
中南,福州区,598,福建省,三明市,大田县,屏山乡,自寄自取
中南,福州区,598,福建省,三明市,大田县,吴山乡,全境
中南,福州区,598,福建省,三明市,大田县,济阳乡,未开通
中南,福州区,598,福建省,三明市,大田县,武陵乡,未开通
中南,福州区,598,福建省,三明市,大田县,谢洋乡,未开通
中南,福州区,598,福建省,三明市,大田县,文江乡,未开通
中南,福州区,598,福建省,三明市,大田县,梅山乡,自寄自取
中南,福州区,598,福建省,三明市,大田县,湖美乡,未开通
中南,福州区,598,福建省,三明市,大田县,前坪乡,未开通
中南,福州区,598,福建省,三明市,尤溪县,,全境
中南,福州区,598,福建省,三明市,尤溪县,城关镇,全境
中南,福州区,598,福建省,三明市,尤溪县,管前镇,全境
中南,福州区,598,福建省,三明市,尤溪县,梅仙镇,自寄自取
中南,福州区,598,福建省,三明市,尤溪县,西滨镇,自寄自取
中南,福州区,598,福建省,三明市,尤溪县,洋中镇,自寄自取
中南,福州区,598,福建省,三明市,尤溪县,新阳镇,全境
中南,福州区,598,福建省,三明市,尤溪县,西城镇,全境
中南,福州区,598,福建省,三明市,尤溪县,尤溪口镇,自寄自取
中南,福州区,598,福建省,三明市,尤溪县,联合乡,全境
中南,福州区,598,福建省,三明市,尤溪县,汤川乡,自寄自取
中南,福州区,598,福建省,三明市,尤溪县,溪尾乡,自寄自取
中南,福州区,598,福建省,三明市,尤溪县,中仙乡,自寄自取
中南,福州区,598,福建省,三明市,尤溪县,台溪乡,全境
中南,福州区,598,福建省,三明市,尤溪县,坂面镇,全境
中南,福州区,598,福建省,三明市,尤溪县,八字桥乡,自寄自取
中南,福州区,598,福建省,三明市,沙县,,全境
中南,福州区,598,福建省,三明市,沙县,凤岗街道,全境
中南,福州区,598,福建省,三明市,沙县,虬江街道,全境
